manifest_file_path,normalized_path,audit_section,audit_heading,audited,reason,evidence_refs,verdict
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.html,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.html,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.parquet,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.parquet,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_settings.json,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_settings.json,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_settings.json,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_tearsheet.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_tearsheet.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_tearsheet.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.parquet,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.parquet,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.parquet,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.parquet,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.html,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.html,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.parquet,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.parquet,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_settings.json,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_settings.json,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_settings.json,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_tearsheet.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_tearsheet.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_tearsheet.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.parquet,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.parquet,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.csv,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.csv,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.parquet,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.parquet,direct_match,options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_SPY_scalp_20260311_151635.csv,options-bot/logs/backtest_SPY_scalp_20260311_151635.csv,direct_match,options-bot/logs/backtest_SPY_scalp_20260311_151635.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_SPY_scalp_20260311_151635.html,options-bot/logs/backtest_SPY_scalp_20260311_151635.html,direct_match,options-bot/logs/backtest_SPY_scalp_20260311_151635.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_SPY_scalp_20260311_151635.parquet,options-bot/logs/backtest_SPY_scalp_20260311_151635.parquet,direct_match,options-bot/logs/backtest_SPY_scalp_20260311_151635.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_SPY_scalp_20260311_183811.csv,options-bot/logs/backtest_SPY_scalp_20260311_183811.csv,direct_match,options-bot/logs/backtest_SPY_scalp_20260311_183811.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_SPY_scalp_20260311_183811.html,options-bot/logs/backtest_SPY_scalp_20260311_183811.html,direct_match,options-bot/logs/backtest_SPY_scalp_20260311_183811.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_SPY_scalp_20260311_183811.parquet,options-bot/logs/backtest_SPY_scalp_20260311_183811.parquet,direct_match,options-bot/logs/backtest_SPY_scalp_20260311_183811.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260223_182520.csv,options-bot/logs/backtest_TSLA_swing_20260223_182520.csv,direct_match,options-bot/logs/backtest_TSLA_swing_20260223_182520.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260223_182520.html,options-bot/logs/backtest_TSLA_swing_20260223_182520.html,direct_match,options-bot/logs/backtest_TSLA_swing_20260223_182520.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260223_182520.parquet,options-bot/logs/backtest_TSLA_swing_20260223_182520.parquet,direct_match,options-bot/logs/backtest_TSLA_swing_20260223_182520.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_111348.csv,options-bot/logs/backtest_TSLA_swing_20260224_111348.csv,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_111348.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_111348.parquet,options-bot/logs/backtest_TSLA_swing_20260224_111348.parquet,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_111348.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_125109.csv,options-bot/logs/backtest_TSLA_swing_20260224_125109.csv,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_125109.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_125109.html,options-bot/logs/backtest_TSLA_swing_20260224_125109.html,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_125109.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_125109.parquet,options-bot/logs/backtest_TSLA_swing_20260224_125109.parquet,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_125109.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_163211.csv,options-bot/logs/backtest_TSLA_swing_20260224_163211.csv,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_163211.csv,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_163211.html,options-bot/logs/backtest_TSLA_swing_20260224_163211.html,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_163211.html,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_TSLA_swing_20260224_163211.parquet,options-bot/logs/backtest_TSLA_swing_20260224_163211.parquet,direct_match,options-bot/logs/backtest_TSLA_swing_20260224_163211.parquet,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_100110.log,options-bot/logs/backtest_debug_20260224_100110.log,direct_match,options-bot/logs/backtest_debug_20260224_100110.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_105719.log,options-bot/logs/backtest_debug_20260224_105719.log,direct_match,options-bot/logs/backtest_debug_20260224_105719.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_111345.log,options-bot/logs/backtest_debug_20260224_111345.log,direct_match,options-bot/logs/backtest_debug_20260224_111345.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_112252.log,options-bot/logs/backtest_debug_20260224_112252.log,direct_match,options-bot/logs/backtest_debug_20260224_112252.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_115303.log,options-bot/logs/backtest_debug_20260224_115303.log,direct_match,options-bot/logs/backtest_debug_20260224_115303.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_122407.log,options-bot/logs/backtest_debug_20260224_122407.log,direct_match,options-bot/logs/backtest_debug_20260224_122407.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_125059.log,options-bot/logs/backtest_debug_20260224_125059.log,direct_match,options-bot/logs/backtest_debug_20260224_125059.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_151616.log,options-bot/logs/backtest_debug_20260224_151616.log,direct_match,options-bot/logs/backtest_debug_20260224_151616.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_160726.log,options-bot/logs/backtest_debug_20260224_160726.log,direct_match,options-bot/logs/backtest_debug_20260224_160726.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260224_163207.log,options-bot/logs/backtest_debug_20260224_163207.log,direct_match,options-bot/logs/backtest_debug_20260224_163207.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260227_221929.log,options-bot/logs/backtest_debug_20260227_221929.log,direct_match,options-bot/logs/backtest_debug_20260227_221929.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260311_151602.log,options-bot/logs/backtest_debug_20260311_151602.log,direct_match,options-bot/logs/backtest_debug_20260311_151602.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/backtest_debug_20260311_151628.log,options-bot/logs/backtest_debug_20260311_151628.log,direct_match,options-bot/logs/backtest_debug_20260311_151628.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/circuit_state_ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4.json,options-bot/logs/circuit_state_ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4.json,direct_match,options-bot/logs/circuit_state_ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4.json,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/circuit_state_ad48bf20-1913-4f40-b028-0580c9f48168.json,options-bot/logs/circuit_state_ad48bf20-1913-4f40-b028-0580c9f48168.json,direct_match,options-bot/logs/circuit_state_ad48bf20-1913-4f40-b028-0580c9f48168.json,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/circuit_state_backtest.json,options-bot/logs/circuit_state_backtest.json,direct_match,options-bot/logs/circuit_state_backtest.json,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_032738.log,options-bot/logs/live_20260227_032738.log,direct_match,options-bot/logs/live_20260227_032738.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_033257.log,options-bot/logs/live_20260227_033257.log,direct_match,options-bot/logs/live_20260227_033257.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_033422.log,options-bot/logs/live_20260227_033422.log,direct_match,options-bot/logs/live_20260227_033422.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_033516.log,options-bot/logs/live_20260227_033516.log,direct_match,options-bot/logs/live_20260227_033516.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_035744.log,options-bot/logs/live_20260227_035744.log,direct_match,options-bot/logs/live_20260227_035744.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_084213.log,options-bot/logs/live_20260227_084213.log,direct_match,options-bot/logs/live_20260227_084213.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_085620.log,options-bot/logs/live_20260227_085620.log,direct_match,options-bot/logs/live_20260227_085620.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_092728.log,options-bot/logs/live_20260227_092728.log,direct_match,options-bot/logs/live_20260227_092728.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_094912.log,options-bot/logs/live_20260227_094912.log,direct_match,options-bot/logs/live_20260227_094912.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_103847.log,options-bot/logs/live_20260227_103847.log,direct_match,options-bot/logs/live_20260227_103847.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_142609.log,options-bot/logs/live_20260227_142609.log,direct_match,options-bot/logs/live_20260227_142609.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_180341.log,options-bot/logs/live_20260227_180341.log,direct_match,options-bot/logs/live_20260227_180341.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_190128.log,options-bot/logs/live_20260227_190128.log,direct_match,options-bot/logs/live_20260227_190128.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_221932.log,options-bot/logs/live_20260227_221932.log,direct_match,options-bot/logs/live_20260227_221932.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260227_222036.log,options-bot/logs/live_20260227_222036.log,direct_match,options-bot/logs/live_20260227_222036.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260228_094706.log,options-bot/logs/live_20260228_094706.log,direct_match,options-bot/logs/live_20260228_094706.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260228_124112.log,options-bot/logs/live_20260228_124112.log,direct_match,options-bot/logs/live_20260228_124112.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260228_132645.log,options-bot/logs/live_20260228_132645.log,direct_match,options-bot/logs/live_20260228_132645.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260301_201228.log,options-bot/logs/live_20260301_201228.log,direct_match,options-bot/logs/live_20260301_201228.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260301_201720.log,options-bot/logs/live_20260301_201720.log,direct_match,options-bot/logs/live_20260301_201720.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260302_111748.log,options-bot/logs/live_20260302_111748.log,direct_match,options-bot/logs/live_20260302_111748.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260302_121321.log,options-bot/logs/live_20260302_121321.log,direct_match,options-bot/logs/live_20260302_121321.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260302_125345.log,options-bot/logs/live_20260302_125345.log,direct_match,options-bot/logs/live_20260302_125345.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260302_221819.log,options-bot/logs/live_20260302_221819.log,direct_match,options-bot/logs/live_20260302_221819.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260302_221852.log,options-bot/logs/live_20260302_221852.log,direct_match,options-bot/logs/live_20260302_221852.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_091951.log,options-bot/logs/live_20260303_091951.log,direct_match,options-bot/logs/live_20260303_091951.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_093042.log,options-bot/logs/live_20260303_093042.log,direct_match,options-bot/logs/live_20260303_093042.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_115416.log,options-bot/logs/live_20260303_115416.log,direct_match,options-bot/logs/live_20260303_115416.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_115458.log,options-bot/logs/live_20260303_115458.log,direct_match,options-bot/logs/live_20260303_115458.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_121738.log,options-bot/logs/live_20260303_121738.log,direct_match,options-bot/logs/live_20260303_121738.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_131621.log,options-bot/logs/live_20260303_131621.log,direct_match,options-bot/logs/live_20260303_131621.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_131702.log,options-bot/logs/live_20260303_131702.log,direct_match,options-bot/logs/live_20260303_131702.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_135646.log,options-bot/logs/live_20260303_135646.log,direct_match,options-bot/logs/live_20260303_135646.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_153033.log,options-bot/logs/live_20260303_153033.log,direct_match,options-bot/logs/live_20260303_153033.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_171702.log,options-bot/logs/live_20260303_171702.log,direct_match,options-bot/logs/live_20260303_171702.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_171711.log,options-bot/logs/live_20260303_171711.log,direct_match,options-bot/logs/live_20260303_171711.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_171721.log,options-bot/logs/live_20260303_171721.log,direct_match,options-bot/logs/live_20260303_171721.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_183026.log,options-bot/logs/live_20260303_183026.log,direct_match,options-bot/logs/live_20260303_183026.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_184414.log,options-bot/logs/live_20260303_184414.log,direct_match,options-bot/logs/live_20260303_184414.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_184441.log,options-bot/logs/live_20260303_184441.log,direct_match,options-bot/logs/live_20260303_184441.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_184453.log,options-bot/logs/live_20260303_184453.log,direct_match,options-bot/logs/live_20260303_184453.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_195015.log,options-bot/logs/live_20260303_195015.log,direct_match,options-bot/logs/live_20260303_195015.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_195512.log,options-bot/logs/live_20260303_195512.log,direct_match,options-bot/logs/live_20260303_195512.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260303_200106.log,options-bot/logs/live_20260303_200106.log,direct_match,options-bot/logs/live_20260303_200106.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_022015.log,options-bot/logs/live_20260304_022015.log,direct_match,options-bot/logs/live_20260304_022015.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_022015.log.1,options-bot/logs/live_20260304_022015.log.1,direct_match,options-bot/logs/live_20260304_022015.log.1,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_022015.log.2,options-bot/logs/live_20260304_022015.log.2,direct_match,options-bot/logs/live_20260304_022015.log.2,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_022015.log.3,options-bot/logs/live_20260304_022015.log.3,direct_match,options-bot/logs/live_20260304_022015.log.3,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_111344.log,options-bot/logs/live_20260304_111344.log,direct_match,options-bot/logs/live_20260304_111344.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_122837.log,options-bot/logs/live_20260304_122837.log,direct_match,options-bot/logs/live_20260304_122837.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_122859.log,options-bot/logs/live_20260304_122859.log,direct_match,options-bot/logs/live_20260304_122859.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_123609.log,options-bot/logs/live_20260304_123609.log,direct_match,options-bot/logs/live_20260304_123609.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_124427.log,options-bot/logs/live_20260304_124427.log,direct_match,options-bot/logs/live_20260304_124427.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_125932.log,options-bot/logs/live_20260304_125932.log,direct_match,options-bot/logs/live_20260304_125932.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_130644.log,options-bot/logs/live_20260304_130644.log,direct_match,options-bot/logs/live_20260304_130644.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_130735.log,options-bot/logs/live_20260304_130735.log,direct_match,options-bot/logs/live_20260304_130735.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_133631.log,options-bot/logs/live_20260304_133631.log,direct_match,options-bot/logs/live_20260304_133631.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_133658.log,options-bot/logs/live_20260304_133658.log,direct_match,options-bot/logs/live_20260304_133658.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_135424.log,options-bot/logs/live_20260304_135424.log,direct_match,options-bot/logs/live_20260304_135424.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_135448.log,options-bot/logs/live_20260304_135448.log,direct_match,options-bot/logs/live_20260304_135448.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_142159.log,options-bot/logs/live_20260304_142159.log,direct_match,options-bot/logs/live_20260304_142159.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_142239.log,options-bot/logs/live_20260304_142239.log,direct_match,options-bot/logs/live_20260304_142239.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_154431.log,options-bot/logs/live_20260304_154431.log,direct_match,options-bot/logs/live_20260304_154431.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_154758.log,options-bot/logs/live_20260304_154758.log,direct_match,options-bot/logs/live_20260304_154758.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_212206.log,options-bot/logs/live_20260304_212206.log,direct_match,options-bot/logs/live_20260304_212206.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_212206.log.1,options-bot/logs/live_20260304_212206.log.1,direct_match,options-bot/logs/live_20260304_212206.log.1,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_212206.log.2,options-bot/logs/live_20260304_212206.log.2,direct_match,options-bot/logs/live_20260304_212206.log.2,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_212206.log.3,options-bot/logs/live_20260304_212206.log.3,direct_match,options-bot/logs/live_20260304_212206.log.3,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_212206.log.4,options-bot/logs/live_20260304_212206.log.4,direct_match,options-bot/logs/live_20260304_212206.log.4,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260304_212206.log.5,options-bot/logs/live_20260304_212206.log.5,direct_match,options-bot/logs/live_20260304_212206.log.5,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_095027.log,options-bot/logs/live_20260305_095027.log,direct_match,options-bot/logs/live_20260305_095027.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_105516.log,options-bot/logs/live_20260305_105516.log,direct_match,options-bot/logs/live_20260305_105516.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_110230.log,options-bot/logs/live_20260305_110230.log,direct_match,options-bot/logs/live_20260305_110230.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_113337.log,options-bot/logs/live_20260305_113337.log,direct_match,options-bot/logs/live_20260305_113337.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_113429.log,options-bot/logs/live_20260305_113429.log,direct_match,options-bot/logs/live_20260305_113429.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_115522.log,options-bot/logs/live_20260305_115522.log,direct_match,options-bot/logs/live_20260305_115522.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
options-bot/logs/live_20260305_115706.log,options-bot/logs/live_20260305_115706.log,direct_match,options-bot/logs/live_20260305_115706.log,YES,,03_FILE_BY_FILE_AUDIT.md,PASS
