file_path,size_bytes,category,file_type,contains_imports,contains_exports,contains_symbols,is_source_code,is_config,is_artifact,is_log,is_documentation,audited,evidence_refs,notes
options-bot/logs/live_20260303_184441.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_184453.log,916,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_195015.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_195512.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_200106.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260304_022015.log,6476599,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260304_022015.log.1,10485549,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .1
options-bot/logs/live_20260304_022015.log.2,10485547,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .2
options-bot/logs/live_20260304_022015.log.3,10485681,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .3
options-bot/logs/live_20260304_111344.log,3548514,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260304_122837.log,280140,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_122859.log,171373,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_123609.log,19715,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_124427.log,159501,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_125932.log,203260,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_130644.log,233651,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_130735.log,347739,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_133631.log,168157,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_133658.log,122893,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_135424.log,129461,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_135448.log,150103,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_142159.log,148709,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_142239.log,206014,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_154431.log,2059895,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_154758.log,529510,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_212206.log,2609417,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260304_212206.log.1,10485708,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .1
options-bot/logs/live_20260304_212206.log.2,10485709,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .2
options-bot/logs/live_20260304_212206.log.3,10485748,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .3
options-bot/logs/live_20260304_212206.log.4,10485643,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .4
options-bot/logs/live_20260304_212206.log.5,10485742,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .5
options-bot/logs/live_20260305_095027.log,358723,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_105516.log,476964,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_110230.log,399201,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_113337.log,418087,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_113429.log,144688,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_115522.log,375206,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_115706.log,3519382,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260305_133756.log,221630,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_151049.log,750821,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_160326.log,129594,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_161215.log,48139,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260305_164107.log,49533,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260306_091720.log,157529,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260306_091751.log,83927,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260306_092401.log,183040,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260306_093411.log,518958,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260306_100231.log,522625,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260306_100244.log,617891,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260309_094722.log,235965,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260309_094744.log,1727689,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260309_114220.log,403425,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260309_114452.log,7311729,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260309_114452.log.2,10487062,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .2
options-bot/logs/live_20260309_114452.log.5,10486387,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .5
options-bot/logs/live_20260310_093450.log,96289,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260310_093503.log,1284337,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260310_105137.log,242590,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260310_105152.log,2942606,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260310_105152.log.2,10484770,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .2
options-bot/logs/live_20260310_105152.log.5,10487447,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .5
options-bot/logs/live_20260311_083526.log,149691,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260311_083544.log,734309,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260311_094202.log,240792,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260311_094222.log,212217,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260311_095244.log,263771,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260311_095957.log,6419854,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260311_095957.log.1,10483906,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .1
options-bot/logs/live_20260311_095957.log.5,10487734,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading rotated log .5
options-bot/main.py,21257,strategy_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Main entry point - Lumibot bot launcher
options-bot/ml/__init__.py,0,ml_python,py,no,no,no,yes,no,no,no,no,PENDING,,ML package init (empty)
options-bot/ml/ensemble_predictor.py,35686,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Ensemble predictor combining XGB + TFT models
options-bot/ml/ev_filter.py,18540,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Expected value filter for trade signals
options-bot/ml/feature_engineering/__init__.py,0,ml_python,py,no,no,no,yes,no,no,no,no,PENDING,,Feature engineering package init (empty)
options-bot/ml/feature_engineering/base_features.py,26971,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Base feature computation for all strategies
options-bot/ml/feature_engineering/general_features.py,3157,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,General strategy feature engineering
options-bot/ml/feature_engineering/scalp_features.py,8512,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Scalp (0DTE) specific feature engineering
options-bot/ml/feature_engineering/swing_features.py,3768,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Swing strategy feature engineering
options-bot/ml/feedback_queue.py,1907,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Trade feedback queue for incremental learning
options-bot/ml/incremental_trainer.py,27797,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Incremental model retraining logic
options-bot/ml/lgbm_predictor.py,3562,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,LightGBM predictor wrapper
options-bot/ml/lgbm_trainer.py,14936,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,LightGBM model trainer
options-bot/ml/liquidity_filter.py,6999,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Options liquidity filter (spread/volume checks)
options-bot/ml/predictor.py,1399,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Abstract predictor base class
options-bot/ml/regime_adjuster.py,2942,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,VIX regime adjustment logic
options-bot/ml/scalp_predictor.py,8522,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Scalp model predictor (XGBoost classifier)
options-bot/ml/scalp_trainer.py,35886,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Scalp model trainer (binary XGB classifier)
options-bot/ml/swing_classifier_predictor.py,6256,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Swing classifier predictor
options-bot/ml/swing_classifier_trainer.py,35995,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Swing classifier trainer (XGB)
options-bot/ml/tft_predictor.py,20143,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Temporal Fusion Transformer predictor
options-bot/ml/tft_trainer.py,44954,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,TFT model trainer (PyTorch Lightning)
options-bot/ml/trainer.py,31031,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,XGBoost regression trainer (original)
options-bot/ml/xgboost_predictor.py,3277,ml_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,XGBoost regression predictor wrapper
options-bot/models/.gitkeep,0,repo_root,gitkeep,no,no,no,no,no,no,no,no,PENDING,,Placeholder to keep models directory in git
options-bot/models/ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4_scalp_SPY_171859fb.joblib,634240,model_artifact,joblib,no,no,no,no,no,yes,no,no,PENDING,,Trained scalp model for SPY 0DTE
options-bot/models/ad48bf20-1913-4f40-b028-0580c9f48168_swing_cls_TSLA_ce4bfaf5.joblib,1033928,model_artifact,joblib,no,no,no,no,no,yes,no,no,PENDING,,Trained swing classifier model for TSLA
options-bot/requirements.txt,552,config_or_root,txt,no,no,no,no,yes,no,no,no,PENDING,,Python package dependencies
options-bot/risk/__init__.py,0,risk_python,py,no,no,no,yes,no,no,no,no,PENDING,,Risk package init (empty)
options-bot/risk/risk_manager.py,24827,risk_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Risk manager - position sizing and limits
options-bot/scripts/audit_verify.py,13705,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Audit verification script
options-bot/scripts/backtest.py,10183,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Backtest runner script
options-bot/scripts/diagnose_strategy.py,3263,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Strategy diagnostic tool
options-bot/scripts/startup_check.py,12895,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Pre-launch system validation checks
options-bot/scripts/test_features.py,8046,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Feature engineering test script
options-bot/scripts/test_providers.py,5664,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Data provider test script
options-bot/scripts/train_model.py,3750,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,CLI model training script
options-bot/scripts/validate_data.py,27796,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Data validation and quality report script
options-bot/scripts/validate_model.py,9095,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Model validation and metrics script
options-bot/scripts/walk_forward_backtest.py,11080,scripts_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Walk-forward backtest runner
options-bot/start_bot.bat,163,config_or_root,bat,no,no,no,no,yes,no,no,no,PENDING,,Windows batch file to start the bot
options-bot/strategies/__init__.py,0,strategy_python,py,no,no,no,yes,no,no,no,no,PENDING,,Strategies package init (empty)
options-bot/strategies/base_strategy.py,100775,strategy_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Base Lumibot strategy with all trading logic
options-bot/strategies/general_strategy.py,855,strategy_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,General strategy subclass
options-bot/strategies/scalp_strategy.py,1302,strategy_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Scalp (0DTE) strategy subclass
options-bot/strategies/swing_strategy.py,715,strategy_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Swing strategy subclass
options-bot/ui/.gitignore,253,frontend_config,gitignore,no,no,no,no,yes,no,no,no,PENDING,,Frontend git ignore rules
options-bot/ui/README.md,2555,documentation,md,no,no,no,no,no,no,no,yes,PENDING,,Frontend README (Vite template)
options-bot/ui/dist/assets/index-D2vcLwuR.js,368452,frontend_config,js,yes,no,yes,no,no,yes,no,no,PENDING,,Built frontend JS bundle (production)
options-bot/ui/dist/assets/index-yx7CmhFF.css,21362,frontend_config,css,no,no,no,no,no,yes,no,no,PENDING,,Built frontend CSS bundle (production)
options-bot/ui/dist/index.html,690,frontend_config,html,no,no,no,no,no,yes,no,no,PENDING,,Built frontend HTML entry (production)
options-bot/ui/eslint.config.js,616,frontend_config,js,yes,yes,yes,no,yes,no,no,no,PENDING,,ESLint configuration
options-bot/ui/index.html,592,frontend_config,html,no,no,no,no,yes,no,no,no,PENDING,,Frontend HTML entry point (dev)
options-bot/ui/package-lock.json,162069,frontend_config,json,no,no,no,no,yes,no,no,no,PENDING,,NPM lock file
options-bot/ui/package.json,898,frontend_config,json,no,no,no,no,yes,no,no,no,PENDING,,NPM package manifest
options-bot/ui/postcss.config.js,80,frontend_config,js,no,yes,no,no,yes,no,no,no,PENDING,,PostCSS configuration
options-bot/ui/src/App.tsx,1805,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,React app root component with routing
options-bot/ui/src/api/client.ts,5935,frontend_ts,ts,yes,yes,yes,yes,no,no,no,no,PENDING,,API client functions for backend communication
options-bot/ui/src/components/ConnIndicator.tsx,505,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,WebSocket connection status indicator
options-bot/ui/src/components/Layout.tsx,3146,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,App layout with sidebar navigation
options-bot/ui/src/components/PageHeader.tsx,506,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Reusable page header component
options-bot/ui/src/components/PnlCell.tsx,443,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,P&L display cell with color coding
options-bot/ui/src/components/ProfileForm.tsx,14761,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Profile creation/edit form component
options-bot/ui/src/components/Spinner.tsx,267,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Loading spinner component
options-bot/ui/src/components/StatusBadge.tsx,923,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Status badge component (active/idle/error)
options-bot/ui/src/index.css,865,frontend_config,css,no,no,no,no,yes,no,no,no,PENDING,,Global CSS with Tailwind directives
options-bot/ui/src/main.tsx,237,frontend_ts,tsx,yes,no,no,yes,no,no,no,no,PENDING,,React app bootstrap entry point
options-bot/ui/src/pages/Dashboard.tsx,22253,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Main dashboard page with portfolio overview
options-bot/ui/src/pages/ProfileDetail.tsx,53132,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Profile detail page with model management
options-bot/ui/src/pages/Profiles.tsx,14219,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Profiles list page
options-bot/ui/src/pages/SignalLogs.tsx,21670,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Signal logs viewer page
options-bot/ui/src/pages/System.tsx,35006,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,System status and control page
options-bot/ui/src/pages/Trades.tsx,20532,frontend_ts,tsx,yes,yes,yes,yes,no,no,no,no,PENDING,,Trade history page
options-bot/ui/src/types/api.ts,6604,frontend_ts,ts,yes,yes,yes,yes,no,no,no,no,PENDING,,TypeScript API type definitions
options-bot/ui/tailwind.config.js,951,frontend_config,js,no,yes,yes,no,yes,no,no,no,PENDING,,Tailwind CSS configuration
options-bot/ui/tsconfig.app.json,732,frontend_config,json,no,no,no,no,yes,no,no,no,PENDING,,TypeScript app config
options-bot/ui/tsconfig.json,119,frontend_config,json,no,no,no,no,yes,no,no,no,PENDING,,TypeScript root config
options-bot/ui/tsconfig.node.json,653,frontend_config,json,no,no,no,no,yes,no,no,no,PENDING,,TypeScript node config
options-bot/ui/vite.config.ts,283,frontend_config,ts,yes,yes,yes,no,yes,no,no,no,PENDING,,Vite build configuration
options-bot/utils/__init__.py,0,utils_python,py,no,no,no,yes,no,no,no,no,PENDING,,Utils package init (empty)
options-bot/utils/alerter.py,3596,utils_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Alert/notification utility (Pushover)
options-bot/utils/circuit_breaker.py,5142,utils_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Circuit breaker for consecutive losses
